CustomerID,Country,RegionGroup,recency_days,frequency,monetary,avg_order_value,basket_size,avg_items_per_invoice,unique_products,avg_unit_price,last_purchase_date,Cluster,ClusterName
12939,United Kingdom,UK & Ireland,64,8,11581.8,1447.725,4876,609.5,21,2.403404255319149,2011-10-06 14:33:00,0,Champions
12940,United Kingdom,UK & Ireland,55,2,913.54,456.77,411,205.5,87,3.8207070707070714,2011-10-16 12:09:00,1,Regulars
12942,United Kingdom,UK & Ireland,131,3,683.9,227.96666666666667,203,67.66666666666667,68,4.137866666666668,2011-07-31 14:39:00,3,Big-ticket occasional
12944,United Kingdom,UK & Ireland,36,2,604.51,302.255,289,144.5,29,3.1886666666666668,2011-11-04 11:04:00,3,Big-ticket occasional
12945,United Kingdom,UK & Ireland,288,1,462.95,462.95,165,165.0,23,4.95,2011-02-24 14:15:00,1,Regulars
12947,United Kingdom,UK & Ireland,144,6,1603.99,267.33166666666665,1165,194.16666666666663,83,3.270309278350515,2011-07-19 10:06:00,3,Big-ticket occasional
12948,United Kingdom,UK & Ireland,16,7,2064.95,294.99285714285713,1080,154.28571428571428,82,2.932758620689655,2011-11-23 17:10:00,3,Big-ticket occasional
12949,United Kingdom,UK & Ireland,31,8,4167.22,520.9025,2381,297.625,166,2.878651162790697,2011-11-09 11:25:00,0,Champions
12950,United Kingdom,UK & Ireland,2,3,1843.0,614.3333333333334,1380,460.0,13,1.3891304347826086,2011-12-07 13:17:00,0,Champions
12951,United Kingdom,UK & Ireland,9,6,1064.07,177.34500000000003,503,83.83333333333333,53,3.006031746031746,2011-12-01 12:14:00,3,Big-ticket occasional
12952,United Kingdom,UK & Ireland,6,4,1387.79,346.9475,653,163.25,64,4.062658227848101,2011-12-04 10:35:00,3,Big-ticket occasional
12953,United Kingdom,UK & Ireland,10,1,329.85,329.85,84,84.0,17,6.647058823529412,2011-11-30 09:24:00,2,At-risk low value
12955,United Kingdom,UK & Ireland,1,11,4757.16,432.4690909090909,3664,333.09090909090907,81,1.6899444444444445,2011-12-08 16:29:00,0,Champions
12956,United Kingdom,UK & Ireland,306,1,108.07,108.07,34,34.0,19,4.365263157894737,2011-02-06 16:08:00,2,At-risk low value
12957,United Kingdom,UK & Ireland,10,8,4017.54,502.1925,2549,318.625,208,2.817563025210084,2011-11-30 09:53:00,0,Champions
12962,United Kingdom,UK & Ireland,7,2,266.39,133.19500000000002,129,64.5,15,2.985625,2011-12-02 15:55:00,2,At-risk low value
12963,United Kingdom,UK & Ireland,8,8,1856.63,232.07875,881,110.125,75,3.294842105263158,2011-12-01 12:55:00,3,Big-ticket occasional
12965,United Kingdom,UK & Ireland,89,1,771.91,771.91,283,283.0,108,3.663853211009175,2011-09-11 15:31:00,1,Regulars
12966,United Kingdom,UK & Ireland,10,1,160.18,160.18,75,75.0,10,3.4230000000000005,2011-11-30 12:38:00,2,At-risk low value
12967,United Kingdom,UK & Ireland,358,2,1660.9,830.45,438,219.0,19,6.476315789473684,2010-12-16 19:10:00,1,Regulars
12968,United Kingdom,UK & Ireland,112,1,135.95,135.95,73,73.0,5,3.29,2011-08-19 15:44:00,2,At-risk low value
12970,United Kingdom,UK & Ireland,7,4,452.24,113.06,310,77.5,116,2.0307947019867547,2011-12-02 14:30:00,3,Big-ticket occasional
12971,United Kingdom,UK & Ireland,4,86,11189.91,130.11523255813952,9289,108.01162790697674,94,2.310327868852459,2011-12-06 12:20:00,0,Champions
12974,United Kingdom,UK & Ireland,198,1,144.8,144.8,24,24.0,8,7.7,2011-05-26 09:33:00,2,At-risk low value
12976,United Kingdom,UK & Ireland,212,1,738.6,738.6,561,561.0,22,1.5345454545454544,2011-05-12 09:55:00,1,Regulars
12977,United Kingdom,UK & Ireland,156,1,39.24,39.24,12,12.0,9,4.23,2011-07-06 16:40:00,2,At-risk low value
12980,United Kingdom,UK & Ireland,158,9,7374.900000000001,819.4333333333334,886,98.44444444444444,6,15.904500000000002,2011-07-05 09:34:00,3,Big-ticket occasional
12981,United Kingdom,UK & Ireland,30,2,372.22,186.11,242,121.0,12,1.6235,2011-11-10 12:00:00,3,Big-ticket occasional
12982,United Kingdom,UK & Ireland,243,1,390.54,390.54,288,288.0,28,1.8478571428571429,2011-04-11 11:51:00,1,Regulars
12984,United Kingdom,UK & Ireland,19,1,97.5,97.5,26,26.0,4,3.85,2011-11-21 12:37:00,2,At-risk low value
12985,United Kingdom,UK & Ireland,1,2,1239.38,619.69,1533,766.5,73,1.914342105263158,2011-12-09 10:46:00,0,Champions
12987,United Kingdom,UK & Ireland,74,2,558.7,279.35,219,109.5,27,6.110714285714286,2011-09-27 12:03:00,1,Regulars
12988,United Kingdom,UK & Ireland,292,1,535.32,535.32,136,136.0,75,4.110217391304348,2011-02-20 14:31:00,1,Regulars
12989,United Kingdom,UK & Ireland,3,15,6924.110000000001,461.6073333333333,2943,196.2,41,3.1915625,2011-12-06 15:28:00,0,Champions
12990,United Kingdom,UK & Ireland,31,3,409.5,136.5,200,66.66666666666667,8,2.05,2011-11-08 13:01:00,2,At-risk low value
12991,United Kingdom,UK & Ireland,23,2,503.76,251.88,405,202.5,31,2.3067741935483874,2011-11-16 15:34:00,3,Big-ticket occasional
12993,United Kingdom,UK & Ireland,23,4,414.76,103.69,240,60.0,26,2.1377777777777776,2011-11-16 15:49:00,3,Big-ticket occasional
12994,United Kingdom,UK & Ireland,4,3,974.42,324.8066666666667,459,153.0,52,4.212459016393442,2011-12-05 15:43:00,3,Big-ticket occasional
12995,United Kingdom,UK & Ireland,85,1,211.32,211.32,108,108.0,3,1.9566666666666668,2011-09-15 15:44:00,2,At-risk low value
12997,United Kingdom,UK & Ireland,22,4,1226.89,306.7225,664,166.0,45,3.294237288135593,2011-11-17 15:47:00,3,Big-ticket occasional
12999,United Kingdom,UK & Ireland,196,3,455.88,151.96,342,114.0,25,2.549285714285714,2011-05-27 13:24:00,1,Regulars
13000,United Kingdom,UK & Ireland,107,3,534.85,178.28333333333333,379,126.33333333333331,30,3.0125806451612904,2011-08-25 10:43:00,3,Big-ticket occasional
13001,United Kingdom,UK & Ireland,4,13,9818.82,755.2938461538462,5505,423.46153846153845,166,2.419882005899705,2011-12-05 14:51:00,0,Champions
13002,United Kingdom,UK & Ireland,318,1,120.95,120.95,73,73.0,7,2.821428571428572,2011-01-25 15:18:00,2,At-risk low value
13003,United Kingdom,UK & Ireland,106,3,149.05,49.68333333333334,103,34.333333333333336,4,2.25,2011-08-26 10:50:00,2,At-risk low value
13004,United Kingdom,UK & Ireland,12,18,5655.91,314.21722222222223,4822,267.8888888888889,277,2.0111633663366337,2011-11-28 11:27:00,0,Champions
13005,United Kingdom,UK & Ireland,174,2,513.7,256.85,172,86.0,21,5.117307692307692,2011-06-19 10:53:00,2,At-risk low value
13006,United Kingdom,UK & Ireland,56,1,81.57,81.57,55,55.0,4,5.295,2011-10-14 13:49:00,2,At-risk low value
13008,United Kingdom,UK & Ireland,323,1,229.47,229.47,175,175.0,14,1.7342857142857144,2011-01-20 14:24:00,1,Regulars
13011,United Kingdom,UK & Ireland,372,1,50.55,50.55,13,13.0,3,4.216666666666667,2010-12-02 17:22:00,2,At-risk low value
13012,United Kingdom,UK & Ireland,9,8,1661.84,207.73,824,103.0,67,3.2319101123595506,2011-11-30 13:05:00,3,Big-ticket occasional
13013,United Kingdom,UK & Ireland,1,13,4810.9400000000005,370.0723076923077,2224,171.07692307692307,155,3.163470319634703,2011-12-08 15:01:00,0,Champions
13014,United Kingdom,UK & Ireland,11,10,3466.28,346.628,905,90.5,67,5.255229357798165,2011-11-29 12:27:00,0,Champions
13015,United Kingdom,UK & Ireland,53,5,3346.28,669.256,1617,323.4,156,5.035568181818181,2011-10-17 13:19:00,0,Champions
13016,United Kingdom,UK & Ireland,73,3,789.89,263.2966666666667,527,175.66666666666666,39,3.173191489361702,2011-09-27 14:08:00,3,Big-ticket occasional
13017,United Kingdom,UK & Ireland,7,1,204.0,204.0,48,48.0,1,4.25,2011-12-02 15:53:00,2,At-risk low value
13018,United Kingdom,UK & Ireland,16,28,7277.7,259.91785714285714,5435,194.1071428571429,313,2.1802183406113538,2011-11-23 13:28:00,0,Champions
13021,United Kingdom,UK & Ireland,4,9,2616.38,290.7088888888889,1352,150.22222222222223,101,3.812290076335878,2011-12-05 16:37:00,0,Champions
13023,United Kingdom,UK & Ireland,64,2,689.9,344.95000000000005,286,143.0,36,4.5525,2011-10-06 16:27:00,1,Regulars
13026,United Kingdom,UK & Ireland,1,5,975.36,195.072,1620,324.0,32,0.6757500000000001,2011-12-08 16:58:00,3,Big-ticket occasional
13027,United Kingdom,UK & Ireland,114,6,6912.0,1152.0,17280,2880.0,6,0.4,2011-08-18 09:39:00,0,Champions
13028,United Kingdom,UK & Ireland,23,2,661.3199999999999,330.66,798,399.0,40,1.014,2011-11-17 11:10:00,1,Regulars
13029,United Kingdom,UK & Ireland,31,3,1247.5,415.8333333333333,134,44.66666666666666,8,7.388,2011-11-09 09:13:00,2,At-risk low value
13030,United Kingdom,UK & Ireland,11,2,799.48,399.74,394,197.0,76,3.17989898989899,2011-11-28 14:30:00,3,Big-ticket occasional
13032,United Kingdom,UK & Ireland,52,2,1010.18,505.09,375,187.5,55,3.81943661971831,2011-10-18 15:54:00,1,Regulars
13033,United Kingdom,UK & Ireland,357,1,190.55,190.55,83,83.0,11,2.640909090909091,2010-12-17 14:23:00,2,At-risk low value
13034,United Kingdom,UK & Ireland,55,2,642.77,321.385,369,184.5,37,2.3721621621621622,2011-10-16 12:21:00,1,Regulars
13035,United Kingdom,UK & Ireland,74,2,921.88,460.94,644,322.0,23,1.821851851851852,2011-09-27 08:57:00,1,Regulars
13037,United Kingdom,UK & Ireland,138,3,881.07,293.69,431,143.66666666666666,44,3.8214583333333336,2011-07-24 15:46:00,1,Regulars
13038,United Kingdom,UK & Ireland,80,3,908.46,302.82,360,120.0,24,2.7582142857142857,2011-09-20 14:37:00,1,Regulars
13040,United Kingdom,UK & Ireland,9,2,676.99,338.495,355,177.5,38,2.8039534883720934,2011-12-01 10:38:00,3,Big-ticket occasional
13043,United Kingdom,UK & Ireland,273,1,516.42,516.42,254,254.0,13,5.680000000000001,2011-03-11 14:52:00,1,Regulars
13044,United Kingdom,UK & Ireland,291,1,560.47,560.47,429,429.0,33,3.258787878787879,2011-02-21 15:20:00,1,Regulars
13045,United Kingdom,UK & Ireland,99,1,305.28000000000003,305.28000000000003,221,221.0,18,1.5705555555555557,2011-09-01 15:04:00,1,Regulars
13046,United Kingdom,UK & Ireland,31,2,629.31,314.655,264,132.0,33,6.142857142857143,2011-11-09 08:36:00,3,Big-ticket occasional
13047,United Kingdom,UK & Ireland,32,10,3237.54,323.754,1391,139.1,106,3.9320348837209305,2011-11-08 12:06:00,0,Champions
13048,United Kingdom,UK & Ireland,14,4,1835.91,458.9775,1238,309.5,77,1.8322058823529408,2011-11-25 13:23:00,0,Champions
13049,United Kingdom,UK & Ireland,64,2,656.6800000000001,328.34000000000003,268,134.0,14,3.9335714285714287,2011-10-06 15:31:00,1,Regulars
13050,United Kingdom,UK & Ireland,15,17,5836.86,343.3447058823529,3748,220.4705882352941,246,2.9888833746898262,2011-11-25 09:18:00,0,Champions
13052,United Kingdom,UK & Ireland,212,1,348.15000000000003,348.15000000000003,222,222.0,18,3.2938888888888886,2011-05-11 14:12:00,1,Regulars
13055,United Kingdom,UK & Ireland,78,3,1214.41,404.8033333333333,894,298.0,74,2.471052631578948,2011-09-22 14:26:00,1,Regulars
13058,United Kingdom,UK & Ireland,25,3,271.40000000000003,90.46666666666664,52,17.333333333333332,5,5.825,2011-11-15 12:43:00,2,At-risk low value
13059,United Kingdom,UK & Ireland,250,1,183.4,183.4,35,35.0,8,5.21875,2011-04-04 10:40:00,2,At-risk low value
13060,United Kingdom,UK & Ireland,254,1,307.53,307.53,123,123.0,15,3.982666666666667,2011-03-31 11:37:00,2,At-risk low value
13061,United Kingdom,UK & Ireland,72,1,248.61,248.61,107,107.0,10,3.403,2011-09-28 16:04:00,2,At-risk low value
13062,United Kingdom,UK & Ireland,191,1,346.98,346.98,343,343.0,11,6.819090909090908,2011-06-01 15:12:00,1,Regulars
13064,United Kingdom,UK & Ireland,13,4,1119.49,279.8725,516,129.0,51,3.555217391304348,2011-11-27 12:31:00,3,Big-ticket occasional
13065,United Kingdom,UK & Ireland,373,1,205.86,205.86,74,74.0,14,5.222142857142857,2010-12-01 16:52:00,2,At-risk low value
13066,United Kingdom,UK & Ireland,24,2,470.8,235.4,322,161.0,48,3.1733333333333333,2011-11-15 12:57:00,3,Big-ticket occasional
13067,United Kingdom,UK & Ireland,82,1,115.46,115.46,32,32.0,14,3.86,2011-09-18 13:38:00,2,At-risk low value
13068,United Kingdom,UK & Ireland,10,2,344.0,172.0,200,100.0,1,1.72,2011-11-29 15:00:00,2,At-risk low value
13069,United Kingdom,UK & Ireland,1,24,4436.12,184.8383333333333,5885,245.20833333333331,281,1.705764705882353,2011-12-09 08:39:00,0,Champions
13070,United Kingdom,UK & Ireland,192,1,228.8,228.8,110,110.0,9,2.08,2011-05-31 13:45:00,2,At-risk low value
13072,United Kingdom,UK & Ireland,267,1,177.15,177.15,69,69.0,7,3.3500000000000005,2011-03-18 08:12:00,2,At-risk low value
13075,United Kingdom,UK & Ireland,130,1,919.61,919.61,485,485.0,22,2.0395454545454546,2011-08-02 10:19:00,1,Regulars
13077,United Kingdom,UK & Ireland,1,4,729.27,182.3175,863,215.75,99,1.7558035714285716,2011-12-08 19:24:00,3,Big-ticket occasional
13078,United Kingdom,UK & Ireland,3,26,12627.94,485.69,5630,216.53846153846155,95,3.957430167597765,2011-12-06 15:36:00,0,Champions
13079,United Kingdom,UK & Ireland,4,5,220.1,44.02,62,12.4,2,4.166666666666667,2011-12-05 16:53:00,2,At-risk low value
13080,United Kingdom,UK & Ireland,179,1,58.08,58.08,120,120.0,6,0.5783333333333333,2011-06-13 14:59:00,2,At-risk low value
13081,United Kingdom,UK & Ireland,12,11,28337.38,2576.1254545454544,19068,1733.4545454545455,503,2.3001953125,2011-11-28 10:54:00,0,Champions
13082,United Kingdom,UK & Ireland,126,9,3613.63,401.5144444444445,4324,480.44444444444446,63,2.968767123287672,2011-08-05 16:16:00,0,Champions
13083,United Kingdom,UK & Ireland,4,2,303.75,151.875,187,93.5,15,3.4066666666666667,2011-12-05 15:01:00,3,Big-ticket occasional
13085,United Kingdom,UK & Ireland,158,2,416.08,208.04,216,108.0,17,4.003636363636364,2011-07-05 12:11:00,2,At-risk low value
13089,United Kingdom,UK & Ireland,3,97,58825.83,606.4518556701031,31070,320.30927835051546,636,2.737816281628163,2011-12-07 09:02:00,0,Champions
13090,United Kingdom,UK & Ireland,9,14,8910.82,636.4871428571429,2263,161.64285714285714,98,4.534516129032259,2011-12-01 12:39:00,0,Champions
13091,United Kingdom,UK & Ireland,28,1,345.82,345.82,466,466.0,21,0.9933333333333332,2011-11-11 15:54:00,1,Regulars
13092,United Kingdom,UK & Ireland,71,5,477.83,95.566,279,55.8,19,5.018,2011-09-30 11:18:00,2,At-risk low value
13093,United Kingdom,UK & Ireland,276,8,7832.47,979.05875,3961,495.125,97,3.273647798742138,2011-03-09 12:14:00,0,Champions
13094,United Kingdom,UK & Ireland,21,12,1927.32,160.61,1716,143.0,4,1.2525000000000002,2011-11-18 14:07:00,3,Big-ticket occasional
13095,United Kingdom,UK & Ireland,71,1,74.39999999999999,74.39999999999999,144,144.0,6,0.6933333333333334,2011-09-30 12:03:00,2,At-risk low value
13097,United Kingdom,UK & Ireland,33,10,6010.42,601.042,2363,236.3,214,4.244113475177305,2011-11-07 10:43:00,0,Champions
13098,United Kingdom,UK & Ireland,1,28,28882.44,1031.5157142857142,15968,570.2857142857143,156,2.7601223776223778,2011-12-08 14:14:00,0,Champions
13099,United Kingdom,UK & Ireland,99,1,207.36,207.36,288,288.0,1,0.72,2011-09-01 17:40:00,1,Regulars
13101,United Kingdom,UK & Ireland,234,1,101.19,101.19,113,113.0,8,2.9675,2011-04-19 14:37:00,2,At-risk low value
13102,United Kingdom,UK & Ireland,1,24,6424.09,267.67041666666665,4204,175.16666666666666,140,2.5820394736842105,2011-12-08 12:52:00,0,Champions
13103,United Kingdom,UK & Ireland,40,1,243.94,243.94,82,82.0,8,3.9675,2011-10-31 09:38:00,2,At-risk low value
13104,United Kingdom,UK & Ireland,3,6,1098.48,183.08,504,84.0,14,2.1715,2011-12-06 13:10:00,3,Big-ticket occasional
13106,United Kingdom,UK & Ireland,133,1,76.5,76.5,18,18.0,1,4.25,2011-07-29 15:12:00,2,At-risk low value
13107,United Kingdom,UK & Ireland,44,4,1531.62,382.905,1293,323.25,54,1.7613793103448274,2011-10-26 14:52:00,3,Big-ticket occasional
13108,United Kingdom,UK & Ireland,373,1,350.06,350.06,298,298.0,10,1.752,2010-12-02 10:35:00,1,Regulars
13109,United Kingdom,UK & Ireland,60,2,786.54,393.27,520,260.0,41,2.6465957446808512,2011-10-11 10:16:00,1,Regulars
13110,United Kingdom,UK & Ireland,31,7,1488.67,212.6671428571429,388,55.42857142857143,109,4.7364137931034485,2011-11-08 14:30:00,3,Big-ticket occasional
13113,United Kingdom,UK & Ireland,1,24,12245.96,510.2483333333333,3045,126.875,95,3.45205,2011-12-09 12:49:00,0,Champions
13115,United Kingdom,UK & Ireland,12,4,2294.78,573.695,1567,391.75,88,2.5445,2011-11-28 12:38:00,0,Champions
13116,United Kingdom,UK & Ireland,138,1,501.14,501.14,291,291.0,30,4.5216666666666665,2011-07-24 14:33:00,1,Regulars
13117,United Kingdom,UK & Ireland,22,8,984.91,123.11375,945,118.125,66,2.4343421052631578,2011-11-18 12:02:00,3,Big-ticket occasional
13118,United Kingdom,UK & Ireland,20,5,1197.81,239.562,410,82.0,68,3.588354430379747,2011-11-20 12:46:00,3,Big-ticket occasional
13120,United Kingdom,UK & Ireland,239,1,30.6,30.6,12,12.0,1,2.55,2011-04-15 10:19:00,2,At-risk low value
13121,United Kingdom,UK & Ireland,269,1,283.73,283.73,252,252.0,50,1.6888,2011-03-15 16:47:00,1,Regulars
13122,United Kingdom,UK & Ireland,94,2,922.39,461.195,585,292.5,54,2.6365454545454545,2011-09-06 15:53:00,1,Regulars
13124,United Kingdom,UK & Ireland,90,3,3866.33,1288.7766666666666,2147,715.6666666666666,185,3.323489361702128,2011-09-11 12:45:00,0,Champions
13126,United Kingdom,UK & Ireland,5,8,2099.64,262.455,2143,267.875,124,2.100142857142857,2011-12-05 10:00:00,0,Champions
13127,United Kingdom,UK & Ireland,78,1,259.17,259.17,127,127.0,15,2.885333333333333,2011-09-23 10:26:00,2,At-risk low value
13130,United Kingdom,UK & Ireland,94,1,64.0,64.0,32,32.0,2,2.25,2011-09-06 15:30:00,2,At-risk low value
13131,United Kingdom,UK & Ireland,23,3,1073.3,357.76666666666665,447,149.0,30,3.1161363636363637,2011-11-16 13:21:00,3,Big-ticket occasional
13132,United Kingdom,UK & Ireland,262,1,77.3,77.3,20,20.0,3,4.933333333333334,2011-03-23 12:44:00,2,At-risk low value
13133,United Kingdom,UK & Ireland,274,2,109.8,54.900000000000006,32,16.0,7,5.342857142857143,2011-03-11 10:31:00,2,At-risk low value
13134,United Kingdom,UK & Ireland,86,4,1793.58,448.395,1059,264.75,94,3.113163265306122,2011-09-15 10:35:00,0,Champions
13135,United Kingdom,UK & Ireland,197,1,3096.0,3096.0,4300,4300.0,1,0.72,2011-05-27 10:52:00,1,Regulars
13136,United Kingdom,UK & Ireland,56,5,2607.61,521.5219999999999,1328,265.6,94,2.843937007874016,2011-10-14 13:41:00,0,Champions
13137,United Kingdom,UK & Ireland,11,8,3650.41,456.30125,2226,278.25,345,1.915241477272727,2011-11-29 12:09:00,0,Champions
13138,United Kingdom,UK & Ireland,22,6,962.39,160.39833333333334,473,78.83333333333333,31,2.8215873015873014,2011-11-17 16:51:00,3,Big-ticket occasional
13139,United Kingdom,UK & Ireland,16,7,5064.94,723.5628571428571,2425,346.42857142857144,132,3.541235294117647,2011-11-23 13:54:00,0,Champions
13140,United Kingdom,UK & Ireland,108,3,423.72,141.24,186,62.0,40,2.9486956521739134,2011-08-23 15:33:00,2,At-risk low value
13141,United Kingdom,UK & Ireland,85,5,2388.75,477.75,1548,309.6,113,2.202444444444444,2011-09-16 09:54:00,0,Champions
13142,United Kingdom,UK & Ireland,19,1,307.09,307.09,258,258.0,23,2.9969565217391305,2011-11-20 16:07:00,1,Regulars
13144,United Kingdom,UK & Ireland,333,1,110.95,110.95,21,21.0,3,6.216666666666666,2011-01-11 11:15:00,2,At-risk low value
13145,United Kingdom,UK & Ireland,40,4,618.52,154.63,145,36.25,5,51.71,2011-10-31 12:45:00,2,At-risk low value
13146,United Kingdom,UK & Ireland,26,1,228.91,228.91,154,154.0,16,2.027058823529412,2011-11-13 15:29:00,1,Regulars
13147,United Kingdom,UK & Ireland,10,4,712.8000000000001,178.20000000000002,144,36.0,1,4.95,2011-11-29 13:59:00,2,At-risk low value
13148,United Kingdom,UK & Ireland,29,12,3707.12,308.9266666666667,1975,164.58333333333334,231,3.467742946708464,2011-11-10 15:23:00,0,Champions
13149,United Kingdom,UK & Ireland,14,4,1676.06,419.015,1280,320.0,76,2.881860465116279,2011-11-25 13:09:00,0,Champions
13151,United Kingdom,UK & Ireland,296,1,1257.87,1257.87,363,363.0,73,5.689324324324324,2011-02-17 12:29:00,1,Regulars
13153,United Kingdom,UK & Ireland,6,1,486.22,486.22,418,418.0,15,1.278,2011-12-04 12:14:00,1,Regulars
13155,United Kingdom,UK & Ireland,33,4,971.76,242.94,497,124.25,67,2.912,2011-11-06 15:41:00,3,Big-ticket occasional
13157,United Kingdom,UK & Ireland,49,4,1741.22,435.305,1439,359.75,69,1.8683908045977011,2011-10-21 13:50:00,0,Champions
13158,United Kingdom,UK & Ireland,95,4,1201.06,300.265,784,196.0,59,2.0106329113924053,2011-09-06 11:58:00,3,Big-ticket occasional
13159,United Kingdom,UK & Ireland,9,4,1437.85,359.4625,1059,264.75,114,2.7321487603305785,2011-12-01 11:20:00,0,Champions
13160,United Kingdom,UK & Ireland,22,1,91.8,91.8,56,56.0,4,3.025,2011-11-17 13:07:00,2,At-risk low value
13161,United Kingdom,UK & Ireland,313,1,112.75,112.75,29,29.0,8,4.8625,2011-01-30 14:03:00,2,At-risk low value
13162,United Kingdom,UK & Ireland,122,4,1688.29,422.0725,1713,428.25,74,1.4626582278481013,2011-08-09 15:59:00,1,Regulars
13165,United Kingdom,UK & Ireland,46,2,1021.48,510.74,1376,688.0,40,0.800952380952381,2011-10-24 15:05:00,1,Regulars
13166,United Kingdom,UK & Ireland,283,1,417.2,417.2,216,216.0,39,2.3914634146341465,2011-03-01 15:16:00,1,Regulars
13167,United Kingdom,UK & Ireland,19,4,791.33,197.8325,785,196.25,51,2.9483076923076923,2011-11-21 12:24:00,3,Big-ticket occasional
13168,United Kingdom,UK & Ireland,36,4,1319.19,329.7975,682,170.5,102,3.165267175572519,2011-11-03 12:56:00,3,Big-ticket occasional
13169,United Kingdom,UK & Ireland,64,2,712.88,356.44,272,136.0,11,3.782307692307693,2011-10-07 12:11:00,1,Regulars
13170,United Kingdom,UK & Ireland,27,1,116.01,116.01,147,147.0,29,1.54625,2011-11-13 12:19:00,2,At-risk low value
13171,United Kingdom,UK & Ireland,22,3,468.41,156.13666666666666,229,76.33333333333333,37,4.0445652173913045,2011-11-18 10:27:00,3,Big-ticket occasional
13173,United Kingdom,UK & Ireland,4,2,353.65,176.825,277,138.5,41,2.6467441860465115,2011-12-05 15:51:00,3,Big-ticket occasional
13174,United Kingdom,UK & Ireland,16,3,2817.03,939.01,1395,465.0,228,3.3874840764331213,2011-11-23 14:35:00,0,Champions
13176,United Kingdom,UK & Ireland,46,1,492.84,492.84,453,453.0,66,2.7775,2011-10-24 15:43:00,1,Regulars
13177,United Kingdom,UK & Ireland,65,1,282.45,282.45,91,91.0,17,3.514705882352941,2011-10-06 09:56:00,2,At-risk low value
13178,United Kingdom,UK & Ireland,26,11,5725.47,520.4972727272727,3570,324.54545454545456,95,2.046566037735849,2011-11-13 16:14:00,0,Champions
13182,United Kingdom,UK & Ireland,45,1,121.18,121.18,201,201.0,11,0.6854545454545454,2011-10-25 13:46:00,2,At-risk low value
13183,United Kingdom,UK & Ireland,8,9,3957.78,439.7533333333333,2208,245.33333333333331,51,2.032659574468085,2011-12-02 10:30:00,0,Champions
13184,United Kingdom,UK & Ireland,15,10,1701.29,170.129,1692,169.2,138,1.8393922651933703,2011-11-25 12:02:00,0,Champions
13185,United Kingdom,UK & Ireland,268,1,71.4,71.4,12,12.0,1,5.95,2011-03-17 11:56:00,2,At-risk low value
13186,United Kingdom,UK & Ireland,40,3,1575.89,525.2966666666667,820,273.3333333333333,69,3.2486075949367086,2011-10-31 11:40:00,1,Regulars
13187,United Kingdom,UK & Ireland,337,1,236.02,236.02,95,95.0,37,3.765405405405405,2011-01-06 18:57:00,2,At-risk low value
13188,United Kingdom,UK & Ireland,11,1,114.6,114.6,25,25.0,2,9.575,2011-11-28 15:28:00,2,At-risk low value
13189,United Kingdom,UK & Ireland,19,2,260.68,130.34,842,421.0,29,0.3917241379310344,2011-11-21 10:39:00,1,Regulars
13192,United Kingdom,UK & Ireland,95,2,911.94,455.97,595,297.5,57,2.6287301587301584,2011-09-05 14:13:00,1,Regulars
13193,United Kingdom,UK & Ireland,61,1,117.88,117.88,50,50.0,22,2.870344827586207,2011-10-09 14:30:00,2,At-risk low value
13194,United Kingdom,UK & Ireland,136,1,60.7,60.7,26,26.0,3,2.65,2011-07-27 09:01:00,2,At-risk low value
13196,United Kingdom,UK & Ireland,11,4,1797.78,449.445,1224,306.0,97,2.5078181818181817,2011-11-28 13:54:00,0,Champions
13198,United Kingdom,UK & Ireland,10,6,3401.24,566.8733333333333,2648,441.3333333333333,199,2.379336283185841,2011-11-29 15:17:00,0,Champions
13199,United Kingdom,UK & Ireland,4,38,9817.12,258.34526315789475,6176,162.52631578947367,48,2.6299159663865543,2011-12-06 12:30:00,0,Champions
13200,United Kingdom,UK & Ireland,19,4,870.09,217.5225,516,129.0,42,3.375652173913044,2011-11-20 15:35:00,3,Big-ticket occasional
13203,United Kingdom,UK & Ireland,10,4,869.46,217.365,800,200.0,56,2.3040350877192983,2011-11-30 10:45:00,3,Big-ticket occasional
13207,United Kingdom,UK & Ireland,15,2,250.26,125.13000000000002,130,65.0,7,2.29125,2011-11-24 14:52:00,2,At-risk low value
13208,United Kingdom,UK & Ireland,59,6,1223.9,203.98333333333332,804,134.0,124,2.338456375838926,2011-10-12 09:54:00,3,Big-ticket occasional
13209,United Kingdom,UK & Ireland,30,8,5891.61,736.45125,4253,531.625,255,2.2679127725856696,2011-11-09 13:54:00,0,Champions
13210,United Kingdom,UK & Ireland,94,1,353.48,353.48,316,316.0,22,1.5118181818181815,2011-09-07 08:18:00,1,Regulars
13211,United Kingdom,UK & Ireland,10,3,1197.42,399.14,874,291.3333333333333,45,1.4396428571428572,2011-11-29 14:43:00,3,Big-ticket occasional
13212,United Kingdom,UK & Ireland,20,3,788.08,262.6933333333333,310,103.33333333333331,128,3.745211267605634,2011-11-20 12:40:00,3,Big-ticket occasional
13213,United Kingdom,UK & Ireland,57,5,1520.58,304.11600000000004,1360,272.0,82,2.721,2011-10-14 11:42:00,3,Big-ticket occasional
13216,United Kingdom,UK & Ireland,268,1,333.74,333.74,297,297.0,5,1.448,2011-03-17 12:18:00,1,Regulars
13217,United Kingdom,UK & Ireland,122,3,533.98,177.99333333333334,262,87.33333333333333,3,2.38,2011-08-09 15:32:00,2,At-risk low value
13218,United Kingdom,UK & Ireland,127,1,62.63999999999999,62.63999999999999,88,88.0,5,0.93,2011-08-04 16:59:00,2,At-risk low value
