CustomerID,Country,RegionGroup,last_purchase_date,recency_days,frequency,monetary,avg_order_value,basket_size,avg_items_per_invoice,unique_products,avg_unit_price
13302,United Kingdom,Storbritannien och Irland,2011-07-07 17:56:00,154,1,63.75,63.75,5,5.0,1,12.75
13304,United Kingdom,Storbritannien och Irland,2010-12-23 14:35:00,350,1,300.42,300.42,238,238.0,21,3.161904761904762
13305,United Kingdom,Storbritannien och Irland,2011-12-05 15:15:00,3,10,2000.86,200.08599999999998,1232,123.2,50,3.3620987654320986
13307,United Kingdom,Storbritannien och Irland,2011-08-11 17:14:00,119,1,15.0,15.0,4,4.0,1,3.75
13308,United Kingdom,Storbritannien och Irland,2011-11-17 09:31:00,22,3,1385.51,461.83666666666664,843,281.0,49,3.0190740740740742
13309,United Kingdom,Storbritannien och Irland,2011-12-02 16:34:00,6,5,1456.79,291.358,1544,308.8,82,1.6181308411214952
13310,United Kingdom,Storbritannien och Irland,2011-11-11 17:23:00,27,3,1132.03,377.3433333333333,587,195.66666666666666,65,3.2480555555555557
13311,United Kingdom,Storbritannien och Irland,2011-12-05 12:55:00,3,2,598.57,299.285,305,152.5,25,4.1207692307692305
13313,United Kingdom,Storbritannien och Irland,2011-11-17 16:48:00,21,5,1555.32,311.064,851,170.2,47,2.132307692307692
13314,United Kingdom,Storbritannien och Irland,2011-12-08 12:29:00,1,3,775.94,258.6466666666667,560,186.66666666666666,55,3.1879032258064517
13316,United Kingdom,Storbritannien och Irland,2011-11-02 13:40:00,36,4,5977.7300000000005,1494.4325000000001,6948,1737.0,66,2.504022988505747
13317,United Kingdom,Storbritannien och Irland,2011-10-04 13:35:00,65,6,2273.68,378.9466666666667,1035,172.5,100,4.001209677419355
13318,United Kingdom,Storbritannien och Irland,2011-12-08 18:51:00,0,3,640.76,213.58666666666667,304,101.33333333333333,14,2.857
13319,United Kingdom,Storbritannien och Irland,2011-12-04 13:34:00,4,26,10845.550000000001,417.1365384615385,4724,181.69230769230768,209,3.273970588235294
13320,United Kingdom,Storbritannien och Irland,2011-09-22 18:07:00,77,4,1548.7,387.175,1096,274.0,77,1.8131132075471699
13321,United Kingdom,Storbritannien och Irland,2011-09-28 15:24:00,71,2,567.36,283.68,372,186.0,10,2.1245454545454545
13322,United Kingdom,Storbritannien och Irland,2011-11-22 14:21:00,16,1,199.48000000000002,199.48000000000002,117,117.0,25,2.7704000000000004
13323,United Kingdom,Storbritannien och Irland,2011-12-06 17:12:00,2,5,787.85,157.57,175,35.0,6,4.55
13324,United Kingdom,Storbritannien och Irland,2011-11-03 16:28:00,35,10,7121.95,712.1949999999999,5205,520.5,25,2.7862666666666667
13325,United Kingdom,Storbritannien och Irland,2011-09-19 10:36:00,81,1,675.3,675.3,240,240.0,12,3.0283333333333338
13327,United Kingdom,Storbritannien och Irland,2011-11-01 10:21:00,38,8,3627.77,453.47125,1600,200.0,74,2.772222222222222
13328,United Kingdom,Storbritannien och Irland,2011-01-27 15:22:00,315,1,1308.48,1308.48,680,680.0,17,1.8776470588235292
13329,United Kingdom,Storbritannien och Irland,2011-11-08 10:29:00,31,2,789.0,394.5,463,231.5,16,2.2535294117647062
13330,United Kingdom,Storbritannien och Irland,2011-09-08 12:27:00,92,3,1140.93,380.30999999999995,751,250.33333333333334,37,2.020377358490566
13332,United Kingdom,Storbritannien och Irland,2011-11-25 13:30:00,13,1,350.9,350.9,179,179.0,21,3.0352380952380953
13334,United Kingdom,Storbritannien och Irland,2011-09-18 15:21:00,81,3,3536.82,1178.94,1774,591.3333333333334,207,2.926119402985075
13336,United Kingdom,Storbritannien och Irland,2011-09-23 14:05:00,76,1,795.12,795.12,559,559.0,51,2.5023529411764707
13338,United Kingdom,Storbritannien och Irland,2011-07-05 09:06:00,157,1,487.02000000000004,487.02000000000004,256,256.0,19,6.575263157894737
13339,United Kingdom,Storbritannien och Irland,2011-05-23 08:31:00,200,1,860.12,860.12,326,326.0,54,5.235555555555556
13340,United Kingdom,Storbritannien och Irland,2011-10-25 13:15:00,44,7,10736.48,1533.782857142857,5770,824.2857142857143,128,2.760223880597015
13341,United Kingdom,Storbritannien och Irland,2011-03-24 09:50:00,260,1,775.85,775.85,301,301.0,42,4.182142857142857
13343,United Kingdom,Storbritannien och Irland,2011-06-15 12:24:00,177,1,353.43,353.43,135,135.0,19,6.25421052631579
13344,United Kingdom,Storbritannien och Irland,2011-10-03 09:45:00,67,3,2543.72,847.9066666666668,971,323.6666666666667,115,5.008487394957983
13345,United Kingdom,Storbritannien och Irland,2011-02-25 09:01:00,287,1,389.5,389.5,141,141.0,20,5.6450000000000005
13347,United Kingdom,Storbritannien och Irland,2011-09-30 13:28:00,69,1,341.36,341.36,205,205.0,8,7.52
13348,United Kingdom,Storbritannien och Irland,2011-10-06 17:28:00,63,1,233.76,233.76,136,136.0,14,2.2057142857142855
13349,United Kingdom,Storbritannien och Irland,2011-11-29 08:07:00,10,1,247.32,247.32,225,225.0,16,4.02625
13350,United Kingdom,Storbritannien och Irland,2011-11-23 16:33:00,15,2,979.12,489.56000000000006,287,143.5,36,8.31575
13351,United Kingdom,Storbritannien och Irland,2011-10-04 12:55:00,65,1,373.94,373.94,117,117.0,16,6.498125
13352,United Kingdom,Storbritannien och Irland,2011-10-10 13:55:00,59,1,397.97999999999996,397.97999999999996,321,321.0,24,3.779583333333333
13354,United Kingdom,Storbritannien och Irland,2011-09-29 13:17:00,70,1,743.53,743.53,604,604.0,51,1.8486274509803922
13355,United Kingdom,Storbritannien och Irland,2011-08-09 14:48:00,121,1,674.7,674.7,314,314.0,32,2.7259375
13356,United Kingdom,Storbritannien och Irland,2011-09-20 14:33:00,79,1,768.24,768.24,325,325.0,42,4.316190476190476
13357,United Kingdom,Storbritannien och Irland,2011-03-27 13:56:00,256,1,609.95,609.95,322,322.0,85,2.9174444444444445
13358,United Kingdom,Storbritannien och Irland,2011-03-16 11:52:00,268,1,439.03000000000003,439.03000000000003,285,285.0,29,5.006551724137931
13359,United Kingdom,Storbritannien och Irland,2011-10-07 09:30:00,63,1,439.56,439.56,161,161.0,23,5.8
13362,United Kingdom,Storbritannien och Irland,2011-11-30 14:41:00,8,4,3090.7400000000002,772.6850000000001,1382,345.5,128,3.499277108433735
13363,United Kingdom,Storbritannien och Irland,2011-11-22 12:40:00,17,2,992.5,496.25,710,355.0,47,3.8373333333333335
13364,United Kingdom,Storbritannien och Irland,2011-09-29 18:13:00,70,1,134.96,134.96,71,71.0,10,2.598
13365,United Kingdom,Storbritannien och Irland,2011-11-06 12:36:00,33,2,2225.37,1112.685,1247,623.5,122,3.115703125
13366,United Kingdom,Storbritannien och Irland,2011-10-20 13:37:00,49,1,56.160000000000004,56.160000000000004,144,144.0,1,0.39
13368,United Kingdom,Storbritannien och Irland,2011-03-28 09:59:00,256,2,623.4,311.7,327,163.5,29,4.917586206896552
13369,United Kingdom,Storbritannien och Irland,2010-12-09 11:30:00,365,1,308.28000000000003,308.28000000000003,149,149.0,14,6.5442857142857145
13370,United Kingdom,Storbritannien och Irland,2010-12-03 10:26:00,371,1,754.87,754.87,343,343.0,39,3.7279487179487174
13372,United Kingdom,Storbritannien och Irland,2011-09-11 12:46:00,89,1,378.64,378.64,159,159.0,23,6.020434782608696
13373,United Kingdom,Storbritannien och Irland,2011-10-10 10:51:00,60,3,3312.25,1104.0833333333333,1651,550.3333333333334,135,3.27006329113924
13375,United Kingdom,Storbritannien och Irland,2011-09-12 10:19:00,88,1,778.65,778.65,442,442.0,37,3.137567567567568
13376,United Kingdom,Storbritannien och Irland,2011-09-01 16:16:00,98,3,1019.76,339.92,493,164.33333333333334,45,5.379811320754717
13379,United Kingdom,Storbritannien och Irland,2011-11-13 13:45:00,25,3,572.56,190.85333333333335,601,200.33333333333334,85,1.7503092783505154
13381,United Kingdom,Storbritannien och Irland,2011-11-08 11:58:00,31,6,3639.31,606.5516666666666,2029,338.1666666666667,77,3.0504069767441857
13382,United Kingdom,Storbritannien och Irland,2011-03-04 10:03:00,280,1,222.99,222.99,131,131.0,15,2.7520000000000002
13384,United Kingdom,Storbritannien och Irland,2011-11-09 11:04:00,30,7,4151.93,593.1328571428572,2422,346.0,123,3.173223684210526
13385,United Kingdom,Storbritannien och Irland,2011-01-14 09:52:00,329,1,534.57,534.57,281,281.0,35,4.533142857142857
13388,United Kingdom,Storbritannien och Irland,2011-07-31 12:52:00,130,2,677.1,338.54999999999995,282,141.0,35,4.5608571428571425
13389,United Kingdom,Storbritannien och Irland,2011-11-28 14:01:00,10,3,797.96,265.9866666666667,429,143.0,50,3.844901960784314
13390,United Kingdom,Storbritannien och Irland,2011-09-26 08:38:00,74,1,544.08,544.08,224,224.0,13,3.060769230769231
13391,United Kingdom,Storbritannien och Irland,2011-05-20 10:50:00,203,1,59.8,59.8,4,4.0,1,14.95
13394,United Kingdom,Storbritannien och Irland,2011-12-08 11:36:00,1,8,2520.02,315.0025,2392,299.0,124,1.6380000000000001
13395,United Kingdom,Storbritannien och Irland,2011-06-07 15:04:00,184,1,307.71999999999997,307.71999999999997,336,336.0,21,2.723809523809524
13396,United Kingdom,Storbritannien och Irland,2011-11-10 16:59:00,28,2,1360.99,680.495,600,300.0,42,3.8948837209302325
13397,United Kingdom,Storbritannien och Irland,2011-09-28 10:56:00,72,5,1544.13,308.826,430,86.0,28,4.0
13398,United Kingdom,Storbritannien och Irland,2011-05-31 13:17:00,191,1,457.34,457.34,281,281.0,26,3.4296153846153845
13402,United Kingdom,Storbritannien och Irland,2011-08-04 15:51:00,126,2,621.23,310.615,479,239.5,32,1.9797435897435895
13403,United Kingdom,Storbritannien och Irland,2011-11-22 08:28:00,17,1,75.0,75.0,44,44.0,3,2.9166666666666665
13404,United Kingdom,Storbritannien och Irland,2011-12-08 15:37:00,0,2,252.48999999999998,126.245,111,55.5,11,2.900909090909091
13405,United Kingdom,Storbritannien och Irland,2011-09-26 17:01:00,73,3,572.451,190.817,165,55.0,25,5.427814814814814
13408,United Kingdom,Storbritannien och Irland,2011-12-08 09:05:00,1,62,28117.04,453.5006451612903,16232,261.80645161290323,234,2.439100418410042
13410,United Kingdom,Storbritannien och Irland,2011-11-15 15:33:00,23,5,1003.06,200.612,518,103.6,15,2.440714285714286
13411,United Kingdom,Storbritannien och Irland,2011-08-24 13:57:00,106,1,213.55,213.55,72,72.0,17,3.263888888888889
13414,United Kingdom,Storbritannien och Irland,2011-07-29 11:45:00,133,3,1390.5,463.5,1574,524.6666666666666,23,1.8404166666666668
13416,United Kingdom,Storbritannien och Irland,2011-10-27 08:56:00,43,2,712.5,356.25,142,71.0,11,5.455263157894737
13417,United Kingdom,Storbritannien och Irland,2011-12-05 08:49:00,4,2,640.83,320.41499999999996,162,81.0,26,6.356428571428571
13418,United Kingdom,Storbritannien och Irland,2011-11-28 10:23:00,11,18,6127.43,340.4127777777778,3918,217.66666666666666,223,2.9381578947368423
13419,United Kingdom,Storbritannien och Irland,2011-10-07 12:49:00,63,1,221.06,221.06,275,275.0,16,1.011875
13420,United Kingdom,Storbritannien och Irland,2011-07-13 08:48:00,149,2,159.85,79.925,101,50.5,8,3.5425
13421,United Kingdom,Storbritannien och Irland,2011-10-30 14:21:00,39,2,1851.08,925.54,1181,590.5,88,2.088461538461538
13422,United Kingdom,Storbritannien och Irland,2011-10-06 13:42:00,63,1,2626.3,2626.3,1326,1326.0,127,3.0306299212598424
13425,United Kingdom,Storbritannien och Irland,2011-08-23 17:13:00,107,3,1624.21,541.4033333333333,1123,374.3333333333333,66,2.634102564102564
13426,United Kingdom,Storbritannien och Irland,2011-12-09 08:59:00,0,10,3641.32,364.132,2245,224.5,103,1.8858598726114648
13427,United Kingdom,Storbritannien och Irland,2011-11-20 13:02:00,18,3,582.6,194.20000000000002,545,181.66666666666666,25,1.6500000000000001
13428,United Kingdom,Storbritannien och Irland,2011-11-29 14:20:00,9,1,218.47,218.47,156,156.0,70,1.9724324324324325
13429,United Kingdom,Storbritannien och Irland,2011-11-29 09:10:00,10,4,1006.8,251.70000000000002,1390,347.5,55,1.2207462686567165
13430,United Kingdom,Storbritannien och Irland,2011-11-21 08:19:00,18,2,679.45,339.725,751,375.5,48,1.6575510204081632
13431,United Kingdom,Storbritannien och Irland,2011-10-03 13:49:00,66,2,1269.1,634.55,672,336.0,44,3.2167391304347825
13434,United Kingdom,Storbritannien och Irland,2011-09-26 14:30:00,73,2,534.24,267.12,300,150.0,9,1.652
13435,United Kingdom,Storbritannien och Irland,2011-12-04 14:45:00,4,7,3809.89,544.27,2129,304.14285714285717,68,2.935247524752475
13436,United Kingdom,Storbritannien och Irland,2011-12-08 10:33:00,1,1,196.89,196.89,76,76.0,12,5.829999999999999
13437,United Kingdom,Storbritannien och Irland,2011-11-25 14:00:00,13,7,3408.06,486.8657142857143,1283,183.28571428571428,143,4.8889820359281435
13439,United Kingdom,Storbritannien och Irland,2011-03-29 14:20:00,254,1,283.71,283.71,242,242.0,54,1.7253703703703704
13441,United Kingdom,Storbritannien och Irland,2011-09-09 09:38:00,91,1,296.64,296.64,204,204.0,13,1.926153846153846
13447,United Kingdom,Storbritannien och Irland,2011-11-16 13:38:00,22,3,1129.14,376.38000000000005,584,194.66666666666666,55,3.139830508474576
13448,United Kingdom,Storbritannien och Irland,2011-11-23 12:33:00,16,6,3539.3700000000003,589.8950000000001,1660,276.6666666666667,137,3.182205128205128
13449,United Kingdom,Storbritannien och Irland,2011-11-16 08:28:00,23,1,291.88,291.88,222,222.0,19,1.924736842105263
13450,United Kingdom,Storbritannien och Irland,2011-11-13 11:54:00,26,6,2043.72,340.62,1982,330.3333333333333,32,1.5401408450704224
13451,United Kingdom,Storbritannien och Irland,2011-11-13 15:58:00,25,5,2976.15,595.23,2149,429.8,315,2.1018284424379234
13452,United Kingdom,Storbritannien och Irland,2011-03-25 14:19:00,258,2,590.0,295.0,2,1.0,1,295.0
13453,United Kingdom,Storbritannien och Irland,2011-06-27 09:34:00,165,2,356.97999999999996,178.49,134,67.0,16,4.546470588235294
13455,United Kingdom,Storbritannien och Irland,2011-11-15 11:21:00,24,2,1058.34,529.1700000000001,354,177.0,42,4.624347826086956
13456,United Kingdom,Storbritannien och Irland,2011-11-22 09:18:00,17,6,1766.72,294.4533333333333,765,127.5,43,3.458730158730159
13458,United Kingdom,Storbritannien och Irland,2011-12-02 15:29:00,6,14,9646.57,689.0407142857142,5508,393.42857142857144,242,2.4352356020942407
13460,United Kingdom,Storbritannien och Irland,2011-11-10 17:17:00,28,2,183.44,91.72,286,143.0,16,1.06
13461,United Kingdom,Storbritannien och Irland,2011-11-01 09:01:00,38,3,1445.0,481.6666666666667,1170,390.0,14,1.5685185185185186
13462,United Kingdom,Storbritannien och Irland,2011-04-01 11:20:00,252,1,151.5,151.5,62,62.0,9,3.388888888888889
13464,United Kingdom,Storbritannien och Irland,2011-10-12 15:01:00,57,1,674.68,674.68,403,403.0,41,3.205609756097561
13466,United Kingdom,Storbritannien och Irland,2011-06-08 16:39:00,183,1,307.9,307.9,259,259.0,17,2.841764705882353
13467,United Kingdom,Storbritannien och Irland,2011-11-29 10:01:00,10,2,1083.71,541.855,584,292.0,89,2.731818181818182
13468,United Kingdom,Storbritannien och Irland,2011-12-08 10:39:00,1,37,5704.97,154.1883783783784,2589,69.97297297297297,184,4.103245033112583
13470,United Kingdom,Storbritannien och Irland,2011-09-01 14:57:00,98,2,165.0,82.5,100,50.0,7,1.65
13471,United Kingdom,Storbritannien och Irland,2011-12-08 15:44:00,0,4,2531.58,632.895,1590,397.5,214,2.5075384615384615
13473,United Kingdom,Storbritannien och Irland,2011-10-10 11:20:00,60,2,422.64,211.32,266,133.0,21,3.728095238095238
13474,United Kingdom,Storbritannien och Irland,2011-04-17 13:53:00,235,1,229.59,229.59,132,132.0,59,2.32265625
13475,United Kingdom,Storbritannien och Irland,2011-06-01 13:52:00,190,4,1431.78,357.945,1012,253.0,64,2.8886046511627907
13476,United Kingdom,Storbritannien och Irland,2011-06-14 12:00:00,178,2,1238.47,619.235,417,208.5,56,8.79551724137931
13477,United Kingdom,Storbritannien och Irland,2011-11-02 12:04:00,37,6,1454.58,242.42999999999998,1021,170.16666666666666,57,2.530886075949367
13479,United Kingdom,Storbritannien och Irland,2011-05-23 10:45:00,200,2,300.95,150.475,134,67.0,14,4.6466666666666665
13481,United Kingdom,Storbritannien och Irland,2011-10-25 09:07:00,45,5,1804.56,360.912,1142,228.4,98,2.2855963302752293
13482,United Kingdom,Storbritannien och Irland,2011-04-21 17:03:00,231,1,184.64,184.64,116,116.0,11,2.4390909090909094
13483,United Kingdom,Storbritannien och Irland,2011-10-05 11:53:00,65,1,140.34,140.34,160,160.0,10,1.056
13484,United Kingdom,Storbritannien och Irland,2011-04-12 16:30:00,240,1,313.8,313.8,44,44.0,8,7.5
13485,United Kingdom,Storbritannien och Irland,2011-04-20 13:58:00,232,1,454.24,454.24,277,277.0,23,2.425217391304348
13486,United Kingdom,Storbritannien och Irland,2011-09-22 13:13:00,77,3,1122.41,374.1366666666666,669,223.0,69,2.9099999999999997
13487,United Kingdom,Storbritannien och Irland,2011-10-13 12:07:00,57,3,575.4,191.79999999999998,265,88.33333333333333,26,4.451176470588235
13488,United Kingdom,Storbritannien och Irland,2011-11-22 14:41:00,16,13,8968.31,689.87,4518,347.53846153846155,271,3.4669194312796208
13489,United Kingdom,Storbritannien och Irland,2011-08-26 13:16:00,104,4,449.52,112.38,560,140.0,11,1.417142857142857
13491,United Kingdom,Storbritannien och Irland,2011-10-19 08:32:00,51,10,1215.82,121.582,903,90.3,73,3.372093023255814
13492,Switzerland,Västeuropa,2011-07-26 14:25:00,135,3,1269.84,423.28000000000003,408,136.0,38,4.5016
13493,Switzerland,Västeuropa,2011-03-09 15:35:00,274,2,618.63,309.315,380,190.0,6,12.89625
13494,United Kingdom,Storbritannien och Irland,2011-02-01 11:58:00,311,1,316.26000000000005,316.26000000000005,162,162.0,18,3.665
13495,United Kingdom,Storbritannien och Irland,2011-12-02 11:21:00,7,5,2044.87,408.974,829,165.8,34,2.5783333333333336
13496,United Kingdom,Storbritannien och Irland,2011-11-29 10:58:00,10,2,653.33,326.66499999999996,341,170.5,28,3.1082857142857145
13497,United Kingdom,Storbritannien och Irland,2011-03-02 09:04:00,282,2,348.05,174.025,163,81.5,19,2.973684210526316
13499,United Kingdom,Storbritannien och Irland,2011-11-22 11:21:00,17,5,1159.11,231.82200000000003,1365,273.0,31,2.131666666666667
13500,United Kingdom,Storbritannien och Irland,2011-11-16 15:35:00,22,3,1166.77,388.92333333333335,609,203.0,60,3.627076923076923
13501,Switzerland,Västeuropa,2011-02-24 18:59:00,287,1,1340.32,1340.32,560,560.0,52,3.7321153846153843
13502,United Kingdom,Storbritannien och Irland,2011-11-23 10:39:00,16,3,292.0,97.33333333333333,264,88.0,17,1.7977777777777777
13503,United Kingdom,Storbritannien och Irland,2011-09-29 13:23:00,70,1,216.85,216.85,248,248.0,17,2.1811764705882353
13504,United Kingdom,Storbritannien och Irland,2011-10-06 13:20:00,63,1,295.93,295.93,178,178.0,22,3.7018181818181817
13505,Switzerland,Västeuropa,2011-09-28 11:56:00,72,4,4393.63,1098.4075,2486,621.5,182,3.2970232558139534
13506,United Kingdom,Storbritannien och Irland,2011-01-27 13:53:00,315,2,458.52,229.26,324,162.0,26,2.8611538461538464
13507,United Kingdom,Storbritannien och Irland,2011-12-06 13:13:00,2,4,2479.16,619.79,1597,399.25,146,3.3541975308641976
13508,United Kingdom,Storbritannien och Irland,2011-04-10 11:58:00,243,1,110.97,110.97,24,24.0,12,5.1925
13509,United Kingdom,Storbritannien och Irland,2011-12-01 10:10:00,8,7,979.72,139.96,1106,158.0,27,1.3643181818181818
13510,United Kingdom,Storbritannien och Irland,2011-12-08 13:46:00,0,4,1791.56,447.89,1386,346.5,86,2.385913043478261
13512,United Kingdom,Storbritannien och Irland,2011-03-24 10:03:00,260,1,251.21,251.21,143,143.0,15,4.1353333333333335
13513,United Kingdom,Storbritannien och Irland,2011-08-05 11:50:00,126,1,205.1,205.1,109,109.0,10,3.685
13514,United Kingdom,Storbritannien och Irland,2011-09-27 09:39:00,73,1,152.20000000000002,152.20000000000002,40,40.0,4,4.175000000000001
13515,United Kingdom,Storbritannien och Irland,2011-09-28 11:26:00,72,4,891.12,222.78,681,170.25,50,2.1654237288135594
13516,United Kingdom,Storbritannien och Irland,2011-11-18 13:15:00,20,3,1389.41,463.1366666666667,985,328.3333333333333,43,2.9477272727272723
13517,United Kingdom,Storbritannien och Irland,2011-10-11 11:43:00,59,3,2128.42,709.4733333333334,1369,456.3333333333333,125,2.921631205673759
13518,United Kingdom,Storbritannien och Irland,2011-09-15 10:29:00,85,1,659.4399999999999,659.4399999999999,392,392.0,36,2.7518421052631576
13519,United Kingdom,Storbritannien och Irland,2011-09-22 18:24:00,77,1,122.75,122.75,23,23.0,8,6.34375
13520,Switzerland,Västeuropa,2011-10-12 10:20:00,58,6,3624.35,604.0583333333333,1649,274.8333333333333,49,4.549462365591398
13521,United Kingdom,Storbritannien och Irland,2011-12-08 13:50:00,0,3,1093.65,364.55,736,245.33333333333334,313,1.8141743119266056
13522,United Kingdom,Storbritannien och Irland,2011-11-09 15:11:00,29,1,125.80000000000001,125.80000000000001,44,44.0,5,3.2700000000000005
13523,United Kingdom,Storbritannien och Irland,2011-11-06 15:11:00,32,5,3964.88,792.976,1752,350.4,157,6.2013372093023245
13524,United Kingdom,Storbritannien och Irland,2011-10-30 12:34:00,40,5,680.1800000000001,136.036,324,64.8,17,3.4651851851851854
13525,United Kingdom,Storbritannien och Irland,2011-11-25 12:01:00,14,2,628.78,314.39,394,197.0,5,3.901666666666667
13527,United Kingdom,Storbritannien och Irland,2011-11-06 12:04:00,33,7,2287.51,326.78714285714284,1692,241.71428571428572,153,2.858340807174888
13529,United Kingdom,Storbritannien och Irland,2011-09-22 09:15:00,78,2,307.76,153.88,74,37.0,15,5.598666666666667
13531,United Kingdom,Storbritannien och Irland,2011-05-18 16:56:00,204,2,483.8,241.89999999999998,174,87.0,17,4.539545454545455
13532,United Kingdom,Storbritannien och Irland,2011-11-06 12:25:00,33,1,210.31,210.31,129,129.0,66,2.223181818181818
13533,United Kingdom,Storbritannien och Irland,2011-06-10 11:54:00,182,3,270.79,90.26333333333334,204,68.0,61,1.9332894736842106
13534,United Kingdom,Storbritannien och Irland,2011-12-07 14:52:00,1,25,5870.08,234.8032,2961,118.44,119,2.811013513513514
13536,United Kingdom,Storbritannien och Irland,2011-12-08 16:38:00,0,7,3448.29,492.61285714285714,2136,305.14285714285717,91,3.2182681564245814
13538,United Kingdom,Storbritannien och Irland,2011-10-27 16:34:00,42,7,1280.85,182.97857142857146,175,25.0,10,7.4764
13539,United Kingdom,Storbritannien och Irland,2011-09-15 10:18:00,85,3,631.34,210.4466666666667,320,106.66666666666667,35,4.195135135135135
13544,United Kingdom,Storbritannien och Irland,2011-10-31 11:57:00,39,2,291.41,145.70499999999998,127,63.5,76,2.943448275862069
13546,United Kingdom,Storbritannien och Irland,2011-11-27 14:50:00,11,3,626.99,208.99666666666667,359,119.66666666666667,72,2.204285714285714
13548,United Kingdom,Storbritannien och Irland,2011-09-04 14:50:00,95,2,682.41,341.205,441,220.5,114,2.8149193548387097
13549,United Kingdom,Storbritannien och Irland,2011-11-14 09:20:00,25,7,918.2,131.17142857142858,458,65.42857142857143,37,3.5321568627450977
13551,United Kingdom,Storbritannien och Irland,2011-01-24 14:46:00,318,1,91.80000000000001,91.80000000000001,12,12.0,4,7.65
13552,United Kingdom,Storbritannien och Irland,2011-10-04 15:19:00,65,12,3740.07,311.6725,1417,118.08333333333333,82,3.9112844036697245
13555,United Kingdom,Storbritannien och Irland,2011-09-27 12:36:00,73,4,4149.28,1037.32,2660,665.0,128,2.388235294117647
13557,United Kingdom,Storbritannien och Irland,2011-11-11 15:24:00,27,2,584.06,292.03,546,273.0,31,1.4773529411764705
13558,United Kingdom,Storbritannien och Irland,2011-12-04 11:24:00,5,4,605.06,151.265,344,86.0,123,2.2094857142857145
13560,United Kingdom,Storbritannien och Irland,2011-12-02 13:11:00,6,1,174.37,174.37,64,64.0,32,2.9854545454545454
13561,United Kingdom,Storbritannien och Irland,2011-05-08 12:39:00,215,1,141.85999999999999,141.85999999999999,83,83.0,14,3.5464285714285713
13562,United Kingdom,Storbritannien och Irland,2011-09-19 10:51:00,81,3,1799.33,599.7766666666666,757,252.33333333333334,50,3.83719512195122
13563,United Kingdom,Storbritannien och Irland,2011-09-16 14:45:00,83,2,777.53,388.765,209,104.5,49,8.512857142857143
13564,United Kingdom,Storbritannien och Irland,2011-07-18 14:33:00,143,3,1749.02,583.0066666666667,661,220.33333333333334,68,10.248795180722892
13565,United Kingdom,Storbritannien och Irland,2011-11-20 14:33:00,18,2,240.22,120.11,172,86.0,35,1.7186842105263158
13566,United Kingdom,Storbritannien och Irland,2011-10-30 11:59:00,40,2,874.71,437.355,575,287.5,134,1.8909090909090909
13568,United Kingdom,Storbritannien och Irland,2011-06-19 14:42:00,172,1,192.85,192.85,70,70.0,41,3.001136363636364
13569,United Kingdom,Storbritannien och Irland,2011-11-22 13:07:00,16,2,373.75,186.875,164,82.0,73,3.1531764705882352
13570,United Kingdom,Storbritannien och Irland,2011-04-10 13:36:00,242,1,239.49,239.49,161,161.0,27,2.1025925925925923
13571,United Kingdom,Storbritannien och Irland,2011-11-27 10:47:00,12,12,2092.32,174.36,1759,146.58333333333334,157,1.7267741935483871
13572,United Kingdom,Storbritannien och Irland,2011-05-18 11:59:00,205,1,1384.25,1384.25,534,534.0,32,4.502424242424243
13573,United Kingdom,Storbritannien och Irland,2011-10-20 14:33:00,49,2,294.4,147.2,303,151.5,24,3.5473076923076925
13575,United Kingdom,Storbritannien och Irland,2011-11-16 13:14:00,22,5,732.0699999999999,146.414,449,89.8,41,2.1478260869565218
13576,United Kingdom,Storbritannien och Irland,2011-11-29 15:34:00,9,18,6717.34,373.18555555555554,2646,147.0,78,3.223492063492064
13577,United Kingdom,Storbritannien och Irland,2011-11-14 15:19:00,24,4,1687.6000000000001,421.9,791,197.75,61,3.086987951807229
13579,United Kingdom,Storbritannien och Irland,2011-11-25 08:41:00,14,2,467.04,233.51999999999998,176,88.0,19,4.260434782608695
13581,United Kingdom,Storbritannien och Irland,2011-02-03 14:41:00,308,1,118.0,118.0,30,30.0,10,4.48
13583,United Kingdom,Storbritannien och Irland,2011-07-07 10:40:00,155,1,781.03,781.03,725,725.0,53,2.0120754716981133
13584,United Kingdom,Storbritannien och Irland,2011-02-06 12:49:00,306,1,142.4,142.4,37,37.0,24,4.164583333333334
13587,United Kingdom,Storbritannien och Irland,2011-10-07 12:31:00,63,1,712.4,712.4,180,180.0,8,6.6362499999999995
13588,United Kingdom,Storbritannien och Irland,2011-11-24 10:42:00,15,9,2478.95,275.43888888888887,2606,289.55555555555554,131,1.376494252873563
13589,United Kingdom,Storbritannien och Irland,2011-11-25 12:10:00,14,2,379.65,189.825,114,57.0,21,6.701428571428571
13590,United Kingdom,Storbritannien och Irland,2011-11-28 12:54:00,10,6,1981.92,330.32,1848,308.0,70,1.8458620689655172
13591,United Kingdom,Storbritannien och Irland,2011-10-06 12:26:00,64,3,1117.13,372.3766666666666,485,161.66666666666666,56,3.979310344827586
13592,United Kingdom,Storbritannien och Irland,2011-11-04 09:49:00,35,4,247.96,61.989999999999995,84,21.0,15,6.26
13593,United Kingdom,Storbritannien och Irland,2011-08-23 13:35:00,107,5,2037.0800000000002,407.41600000000005,731,146.2,77,4.3735156250000005
13594,United Kingdom,Storbritannien och Irland,2011-10-18 10:19:00,52,1,396.97,396.97,359,359.0,26,1.5953846153846152
